ID,Brand,Model,Year,Color,Mileage,Price,Condition
71102,Mazda,Generic Model 2,1998,Silver,56014,37018,Used
71103,Audi,Generic Model 2,2020,White,104222,52202,Used
71104,BMW,Generic Model 2,2005,Silver,88785,52991,Used
71105,Subaru,Generic Model 1,2016,Red,176589,18164,New
71106,Toyota,Highlander,1994,Green,137295,45601,New
71107,Jeep,Generic Model 2,2008,Black,54126,17381,Used
71108,Jeep,Generic Model 1,2007,Green,52136,39263,New
71109,Jeep,Generic Model 1,2020,Blue,194685,51439,Used
71110,Mazda,Generic Model 1,2014,Black,182821,74706,Used
71111,Hyundai,Generic Model 2,2019,Red,162111,76883,Used
71112,Volkswagen,Generic Model 2,2005,Blue,188046,60933,Used
71113,Nissan,Generic Model 2,1997,Green,106399,17760,New
71114,Subaru,Generic Model 2,2010,Blue,197240,69317,New
71115,Mercedes-Benz,Generic Model 1,2017,Black,23645,66842,New
71116,Kia,Generic Model 3,1999,Green,87604,5725,New
71117,BMW,Generic Model 3,2006,Black,184108,36900,New
71118,Tesla,Generic Model 2,1996,Green,183438,77095,Used
71119,Jeep,Generic Model 1,2003,White,15360,36340,New
71120,Jeep,Generic Model 1,2010,Blue,199304,40364,Used
71121,Lexus,Generic Model 2,2006,Blue,111926,42133,Used
71122,Toyota,Highlander,1994,White,74643,51502,New
71123,Volvo,Generic Model 2,2013,Green,143245,30933,New
71124,Volkswagen,Generic Model 1,2010,Blue,78090,18177,Used
71125,Jaguar,Generic Model 1,1998,Green,113224,39066,Used
71126,Mazda,Generic Model 2,1997,Silver,144889,66591,New
71127,Mercedes-Benz,Generic Model 1,2003,Blue,123201,62737,Used
71128,Land Rover,Generic Model 2,1995,Green,15468,69215,New
71129,Kia,Generic Model 3,2018,White,134085,72943,New
71130,Tesla,Generic Model 1,2012,Silver,5446,15500,Used
71131,Ford,F-150,1994,Black,2253,68136,New
71132,Jaguar,Generic Model 1,1992,Green,69987,41500,Used
71133,Mazda,Generic Model 3,2018,Silver,102332,36143,New
71134,Audi,Generic Model 3,2014,Black,120010,33217,Used
71135,Hyundai,Generic Model 3,2015,Silver,100403,20221,New
71136,Hyundai,Generic Model 1,2006,Red,148353,73428,New
71137,BMW,Generic Model 3,2009,Silver,90511,76034,New
71138,Porsche,Generic Model 3,2005,Green,170404,39000,New
71139,Nissan,Generic Model 3,2010,Black,185235,71843,Used
71140,Volkswagen,Generic Model 1,2014,Red,147435,15201,New
71141,Mercedes-Benz,Generic Model 2,2001,Black,69914,42630,Used
71142,Subaru,Generic Model 2,1995,Black,34964,44183,New
71143,Honda,Pilot,2008,Green,22331,76594,Used
71144,Hyundai,Generic Model 2,2018,Green,90386,57054,Used
71145,Ford,Mustang,2004,Black,71197,48914,Used
71146,Subaru,Generic Model 2,2011,Green,87485,19551,Used
71147,Subaru,Generic Model 3,1993,Red,925,38408,New
71148,Volvo,Generic Model 1,2012,White,5471,61584,Used
71149,Kia,Generic Model 1,2006,Blue,180865,77150,New
71150,Audi,Generic Model 2,1996,Green,10829,71009,Used
71151,Land Rover,Generic Model 1,2012,Black,167372,65680,New
71152,Nissan,Generic Model 2,2005,Black,147534,12255,New
71153,Volkswagen,Generic Model 2,1995,White,159684,8030,New
71154,Mercedes-Benz,Generic Model 3,1997,White,49874,76110,New
71155,Tesla,Generic Model 2,2005,Black,45629,61880,Used
71156,Kia,Generic Model 2,2017,White,121293,72449,Used
71157,Nissan,Generic Model 3,2008,Black,172126,29905,Used
71158,BMW,Generic Model 1,2003,Blue,81447,37269,Used
71159,Lexus,Generic Model 3,2014,Red,57181,18293,New
71160,Jeep,Generic Model 1,2019,Red,110152,35571,Used
71161,Land Rover,Generic Model 1,2008,Silver,55132,14910,Used
71162,Hyundai,Generic Model 1,1991,Green,92572,17419,New
71163,Audi,Generic Model 2,2004,Red,111756,77296,New
71164,Jaguar,Generic Model 2,2004,Silver,83914,34012,New
71165,Chevrolet,Generic Model 3,1999,Blue,161104,31075,New
71166,Nissan,Generic Model 1,2020,Silver,71072,65290,Used
71167,Mercedes-Benz,Generic Model 1,2017,Red,2961,15575,New
71168,Tesla,Generic Model 2,2022,Red,108603,75383,Used
71169,Volkswagen,Generic Model 3,1994,Black,86589,13225,Used
71170,Lexus,Generic Model 3,2021,Red,138690,17249,New
71171,Jeep,Generic Model 2,1994,Red,182053,70768,New
71172,Volkswagen,Generic Model 1,2011,Silver,184267,73939,New
71173,Nissan,Generic Model 1,2007,Silver,17710,71607,Used
71174,Jaguar,Generic Model 2,2005,Silver,187071,59425,New
71175,Mazda,Generic Model 3,1992,Blue,31893,71485,New
71176,Jeep,Generic Model 2,1995,Silver,12796,26793,New
71177,Mercedes-Benz,Generic Model 2,2005,Red,116345,13935,Used
71178,Jaguar,Generic Model 1,1996,Silver,176482,51183,Used
71179,Mercedes-Benz,Generic Model 3,2017,Black,19208,22346,New
71180,Land Rover,Generic Model 2,1994,White,38009,57505,Used
71181,Toyota,Prius,2022,Black,737,12998,Used
71182,Jaguar,Generic Model 2,2001,Green,20943,40932,Used
71183,Tesla,Generic Model 2,2015,Green,194203,58605,Used
71184,Kia,Generic Model 1,2019,Blue,7069,33710,Used
71185,Volvo,Generic Model 3,1994,Green,6593,16660,New
71186,Mercedes-Benz,Generic Model 1,1997,Blue,183933,78650,New
71187,Toyota,Highlander,2012,Green,54907,15942,New
71188,Volkswagen,Generic Model 1,2005,Silver,3014,64178,Used
71189,Land Rover,Generic Model 2,1992,White,40746,49504,New
71190,Land Rover,Generic Model 2,2011,Green,74485,63592,Used
71191,Jeep,Generic Model 2,2013,Black,24427,28757,Used
71192,Subaru,Generic Model 1,2004,White,170309,71360,Used
71193,Mazda,Generic Model 2,2011,White,146222,7117,Used
71194,BMW,Generic Model 1,1995,Silver,111735,74871,Used
71195,BMW,Generic Model 2,2010,Green,56713,53015,Used
71196,Chevrolet,Generic Model 1,2007,Black,184244,15651,New
71197,Toyota,Tacoma,2013,Silver,74181,55880,New
71198,Volvo,Generic Model 2,1991,Black,193930,58901,New
71199,Volvo,Generic Model 2,2014,Black,74664,38189,New
71200,Jaguar,Generic Model 1,2008,Black,154273,23936,New
71201,Kia,Generic Model 2,1997,Black,81258,22470,Used
71202,Tesla,Generic Model 2,1997,White,22123,60493,Used
71203,Toyota,Camry,2016,Blue,113582,45462,New
71204,Lexus,Generic Model 2,2003,Green,177972,75772,New
71205,Subaru,Generic Model 1,2009,Red,114333,70368,Used
71206,BMW,Generic Model 3,2016,Green,198460,66834,Used
71207,Jaguar,Generic Model 1,1997,Silver,105590,79724,Used
71208,Hyundai,Generic Model 1,2011,Black,45048,40450,Used
71209,Ford,Escape,2003,Red,17021,63460,Used
71210,Volvo,Generic Model 3,1998,White,196849,68371,New
71211,BMW,Generic Model 3,2016,Blue,87526,37843,Used
71212,Porsche,Generic Model 3,2009,Black,39422,36158,New
71213,BMW,Generic Model 2,1990,White,5531,70095,Used
71214,Honda,Odyssey,2017,Red,136477,66227,Used
71215,Tesla,Generic Model 1,2018,Silver,161678,23000,Used
71216,Volkswagen,Generic Model 1,2000,Silver,128365,39531,New
71217,Audi,Generic Model 2,2021,White,20013,29501,Used
71218,Kia,Generic Model 3,1992,Silver,13575,72115,New
71219,Volvo,Generic Model 2,2012,Blue,67219,45851,Used
71220,Honda,Accord,1996,Green,1155,63319,Used
71221,Toyota,Highlander,2022,Blue,130312,63884,Used
71222,Honda,Accord,2020,Green,76035,33708,Used
71223,Volvo,Generic Model 2,2012,Red,166502,11855,New
71224,Nissan,Generic Model 3,2009,Blue,128926,32432,Used
71225,Jeep,Generic Model 2,2009,Blue,136729,16355,Used
71226,Chevrolet,Generic Model 3,2022,Blue,185332,44583,Used
71227,Audi,Generic Model 3,1993,Black,176184,50667,New
71228,Land Rover,Generic Model 1,1994,Red,118362,11259,New
71229,Honda,Odyssey,2015,White,40795,57266,Used
71230,Honda,Fit,2022,Red,195264,49245,Used
71231,Chevrolet,Generic Model 1,2001,Green,18179,13859,New
71232,Jaguar,Generic Model 1,2005,Silver,33145,76737,New
71233,Land Rover,Generic Model 2,1994,Silver,144645,59629,Used
71234,Mazda,Generic Model 3,1995,White,13561,72529,Used
71235,Land Rover,Generic Model 2,1998,White,138118,52950,New
71236,Mercedes-Benz,Generic Model 2,2014,Blue,91098,55757,New
71237,Mazda,Generic Model 2,1997,Blue,76376,46612,New
71238,Audi,Generic Model 1,2010,Blue,45871,47816,Used
71239,Audi,Generic Model 1,1995,Black,30575,16370,New
71240,Jaguar,Generic Model 3,1993,White,112991,62318,Used
71241,Jaguar,Generic Model 1,2005,Red,124753,77896,Used
71242,BMW,Generic Model 2,2015,Green,67910,10798,Used
71243,Kia,Generic Model 1,2013,Black,53243,40965,Used
71244,Jeep,Generic Model 1,1999,Red,54956,21348,Used
71245,Kia,Generic Model 1,1993,Silver,53609,75474,New
71246,Toyota,Tacoma,2012,Red,183591,79856,Used
71247,Subaru,Generic Model 3,2002,Black,178159,22465,New
71248,Jaguar,Generic Model 2,2016,Blue,152436,33047,Used
71249,Chevrolet,Generic Model 1,2005,White,149566,51935,Used
71250,Audi,Generic Model 3,2003,Black,126830,50154,New
71251,Toyota,RAV4,2013,Black,127975,54179,Used
71252,Tesla,Generic Model 3,2008,White,71502,28796,Used
71253,Honda,Civic,1996,Black,179082,24452,New
71254,Chevrolet,Generic Model 1,2013,Blue,128500,37717,New
71255,Volvo,Generic Model 3,1992,Silver,185360,35149,Used
71256,BMW,Generic Model 2,2010,Blue,176874,19318,New
71257,Kia,Generic Model 1,2007,Black,104668,62880,New
71258,BMW,Generic Model 3,2009,Silver,69927,76080,Used
71259,Land Rover,Generic Model 1,2018,Green,141669,36959,New
71260,Ford,Edge,2006,White,32622,22922,Used
71261,Honda,Pilot,2011,White,34355,61083,Used
71262,Chevrolet,Generic Model 2,1991,White,37771,12259,Used
71263,Audi,Generic Model 3,2002,Silver,58959,60891,Used
71264,Jaguar,Generic Model 2,2007,Red,58056,37617,Used
71265,Volvo,Generic Model 3,2005,Silver,439,35292,New
71266,Tesla,Generic Model 1,2006,White,177674,47917,New
71267,Honda,CR-V,1991,Silver,161985,23398,New
71268,Hyundai,Generic Model 3,2005,Black,99287,36454,Used
71269,Jaguar,Generic Model 2,1998,Black,32597,28127,New
71270,Honda,CR-V,2007,Red,172166,66700,New
71271,Honda,Odyssey,1997,Green,110853,52025,New
71272,Volvo,Generic Model 1,1990,Blue,49659,58872,New
71273,Hyundai,Generic Model 1,2007,Blue,98331,41645,Used
71274,Subaru,Generic Model 3,2008,Green,126003,13837,Used
71275,Jeep,Generic Model 3,1991,Silver,60407,9157,Used
71276,Honda,CR-V,2016,Red,158105,48701,Used
71277,Nissan,Generic Model 2,2012,Silver,2658,5812,New
71278,Tesla,Generic Model 1,2010,Blue,46547,57105,New
71279,Subaru,Generic Model 2,2011,White,119097,59264,New
71280,Subaru,Generic Model 2,1992,Red,35663,43659,Used
71281,Audi,Generic Model 2,1994,Green,123914,65303,Used
71282,Nissan,Generic Model 2,2021,White,137806,38293,New
71283,Toyota,Prius,2015,White,176416,36580,New
71284,Mercedes-Benz,Generic Model 3,1997,Blue,24056,48573,New
71285,Volkswagen,Generic Model 2,1997,Silver,82815,67036,Used
71286,Volvo,Generic Model 1,1990,Blue,97652,32361,New
71287,Mazda,Generic Model 2,2005,White,181162,60275,Used
71288,Hyundai,Generic Model 1,2008,Red,180404,21513,Used
71289,Lexus,Generic Model 2,1997,Silver,141836,10880,Used
71290,Audi,Generic Model 2,2009,Black,146812,72386,New
71291,Kia,Generic Model 3,2010,Blue,190406,28422,New
71292,Volkswagen,Generic Model 1,2009,White,80595,46613,New
71293,Mazda,Generic Model 2,2008,Green,83129,74852,Used
71294,Jeep,Generic Model 3,1997,Silver,77475,64938,Used
71295,Porsche,Generic Model 3,2014,Blue,58462,77752,Used
71296,Chevrolet,Generic Model 3,1998,Red,47335,72366,Used
71297,Honda,Civic,2010,Green,137035,9389,New
71298,BMW,Generic Model 2,2013,Green,35461,64478,New
71299,Toyota,Corolla,2015,Black,110590,35486,New
71300,Subaru,Generic Model 1,2006,Black,6111,25341,Used
71301,Mercedes-Benz,Generic Model 2,1990,Silver,73314,18310,New
71302,Toyota,RAV4,2004,White,114078,27010,New
71303,Nissan,Generic Model 3,2007,White,25271,63123,Used
71304,Tesla,Generic Model 3,2021,Green,126531,43315,New
71305,Honda,CR-V,1998,Silver,74606,59097,Used
71306,Nissan,Generic Model 2,1996,Silver,120487,14795,Used
71307,Chevrolet,Generic Model 3,1992,Black,3837,59356,Used
71308,Tesla,Generic Model 1,2012,Blue,112796,70197,New
71309,Kia,Generic Model 1,2014,Silver,4432,34502,New
71310,Land Rover,Generic Model 2,1996,Green,169885,62530,New
71311,Mercedes-Benz,Generic Model 1,1991,Black,94035,20801,Used
71312,Volvo,Generic Model 1,2018,Blue,119852,78080,Used
71313,Land Rover,Generic Model 1,1992,Black,57865,18199,Used
71314,Nissan,Generic Model 3,1990,Green,111509,31586,Used
71315,Porsche,Generic Model 3,1998,Black,189219,17215,New
71316,Porsche,Generic Model 1,2014,Green,175820,64450,Used
71317,Ford,Edge,1998,Silver,5206,23107,Used
71318,Audi,Generic Model 3,2019,Red,159440,9116,New
71319,Ford,Explorer,2015,Black,42480,75068,New
71320,Volvo,Generic Model 3,2008,Silver,100159,59064,Used
71321,Volkswagen,Generic Model 1,2013,Black,80954,41287,Used
71322,Volvo,Generic Model 1,1991,White,157887,46896,New
71323,Volvo,Generic Model 1,2022,White,61493,51462,New
71324,Hyundai,Generic Model 2,2018,Silver,110298,43360,Used
71325,Toyota,Tacoma,2009,Blue,100962,43225,New
71326,Hyundai,Generic Model 1,2021,Blue,41520,26641,Used
71327,Nissan,Generic Model 1,1999,Silver,143787,33003,Used
71328,Mazda,Generic Model 3,2003,Green,164542,49131,Used
71329,Land Rover,Generic Model 3,2011,Blue,175159,28322,New
71330,Volkswagen,Generic Model 1,2003,White,135020,55925,Used
71331,BMW,Generic Model 3,2019,White,42448,57443,New
71332,Toyota,Tacoma,2021,Black,181107,63198,Used
71333,Toyota,Camry,2001,Black,192623,20812,Used
71334,Kia,Generic Model 1,2020,White,193619,69293,Used
71335,Audi,Generic Model 1,1998,Silver,147532,6536,Used
71336,Jeep,Generic Model 1,2019,Black,95879,70363,New
71337,Ford,F-150,2012,Green,7572,63956,New
71338,Porsche,Generic Model 2,2004,Silver,22682,5406,New
71339,Jaguar,Generic Model 3,2017,Blue,156662,18182,Used
71340,Lexus,Generic Model 3,2015,Blue,52221,51195,New
71341,Honda,Civic,2018,Red,35857,28215,Used
71342,Chevrolet,Generic Model 3,1993,Green,118435,52082,Used
71343,Volkswagen,Generic Model 2,2011,Silver,92333,7102,New
71344,Tesla,Generic Model 3,2015,Green,86797,48990,New
71345,Jaguar,Generic Model 2,2015,Red,159563,63720,New
71346,Nissan,Generic Model 2,1997,Silver,198587,61031,New
71347,Volvo,Generic Model 3,2001,Blue,169715,54988,Used
71348,Lexus,Generic Model 3,1996,Green,31163,29278,New
71349,Nissan,Generic Model 1,2002,Silver,55684,40340,Used
71350,Ford,Explorer,2005,Silver,196161,43278,New
71351,Porsche,Generic Model 2,1999,Blue,32856,32283,New
71352,Land Rover,Generic Model 2,2021,Black,16817,68788,New
71353,BMW,Generic Model 2,2008,White,5845,14407,Used
71354,Volkswagen,Generic Model 2,2013,Black,122027,53163,New
71355,Lexus,Generic Model 1,2012,White,8454,26982,Used
71356,Audi,Generic Model 1,2018,Green,168207,30102,Used
71357,Mercedes-Benz,Generic Model 3,1991,White,114859,32459,New
71358,Lexus,Generic Model 3,2005,Black,2042,11192,New
71359,Nissan,Generic Model 2,1997,Blue,107053,56097,New
71360,Tesla,Generic Model 1,2002,Green,90417,14333,New
71361,Volvo,Generic Model 2,1991,Black,63108,19471,Used
71362,Mazda,Generic Model 2,2019,Red,44146,76474,Used
71363,Chevrolet,Generic Model 3,1997,White,154066,40287,Used
71364,Volvo,Generic Model 1,2019,Black,194076,61929,New
71365,Lexus,Generic Model 3,2011,Green,153536,25998,New
71366,Kia,Generic Model 3,1995,Black,154454,55852,Used
71367,Volvo,Generic Model 1,2003,Black,49799,61744,New
71368,Jeep,Generic Model 3,2010,Silver,59784,7058,New
71369,Chevrolet,Generic Model 2,2014,Black,45407,33518,Used
71370,Honda,Fit,1992,White,117902,26601,New
71371,Volvo,Generic Model 1,1996,Green,74484,63314,Used
71372,Audi,Generic Model 1,1996,Silver,190496,56136,Used
71373,Mercedes-Benz,Generic Model 2,2003,White,10560,33277,Used
71374,Mazda,Generic Model 1,1999,White,23727,12621,Used
71375,Toyota,Corolla,2011,White,21025,23774,Used
71376,Nissan,Generic Model 3,2002,Green,89350,40680,New
71377,Volvo,Generic Model 3,1996,White,52959,75579,New
71378,Hyundai,Generic Model 2,1990,Red,102433,48391,Used
71379,Tesla,Generic Model 1,1990,Silver,86852,16388,Used
71380,Volkswagen,Generic Model 3,2014,Green,188652,6416,Used
71381,Chevrolet,Generic Model 1,2002,Silver,5461,23615,Used
71382,Honda,Pilot,2005,Black,10830,15880,New
71383,Nissan,Generic Model 2,1996,Green,159971,63708,New
71384,Kia,Generic Model 2,2002,Black,164842,37779,Used
71385,Ford,Focus,1993,Silver,53503,26281,New
71386,Nissan,Generic Model 3,2002,Red,145406,12722,New
71387,Volvo,Generic Model 1,2006,Black,56602,20556,New
71388,Porsche,Generic Model 3,1997,Red,2857,10789,New
71389,Toyota,Camry,2010,Green,111575,9329,New
71390,Audi,Generic Model 3,1996,Black,58565,19027,New
71391,Toyota,Tacoma,2019,Silver,35613,27697,Used
71392,Kia,Generic Model 3,2019,Blue,31462,78800,Used
71393,Porsche,Generic Model 3,2009,Red,41434,17128,New
71394,Mercedes-Benz,Generic Model 2,2001,White,144312,68839,Used
71395,Toyota,Highlander,2020,Silver,7360,11919,Used
71396,Volvo,Generic Model 2,2014,Black,7927,30408,New
71397,Land Rover,Generic Model 1,2004,Silver,174318,77422,Used
71398,Nissan,Generic Model 3,2021,Blue,157111,72662,New
71399,Jaguar,Generic Model 3,2000,Red,60587,29732,Used
71400,Honda,Odyssey,1993,Blue,96940,30495,New
71401,Porsche,Generic Model 1,2006,Blue,104555,41475,New
71402,Mercedes-Benz,Generic Model 1,2000,Red,34862,20073,New
71403,Jaguar,Generic Model 3,1999,Green,128988,17863,Used
71404,Hyundai,Generic Model 2,2006,Silver,182118,24013,New
71405,Land Rover,Generic Model 1,1994,Green,79040,66099,New
71406,Mazda,Generic Model 1,2007,Green,24564,43956,Used
71407,Jaguar,Generic Model 1,2008,Blue,163090,71034,New
71408,Chevrolet,Generic Model 2,2014,Black,183941,54671,Used
71409,Tesla,Generic Model 1,2002,Blue,25041,22605,Used
71410,Jeep,Generic Model 2,1997,Blue,28615,53749,New
71411,BMW,Generic Model 1,1994,White,189119,75120,New
71412,Lexus,Generic Model 3,2020,Blue,23791,8955,New
71413,Honda,CR-V,1997,White,46508,25076,Used
71414,Volvo,Generic Model 2,1998,Red,48593,16153,Used
71415,Audi,Generic Model 2,2012,White,110000,54105,New
71416,Subaru,Generic Model 3,2012,White,75190,35377,Used
71417,Mazda,Generic Model 3,2002,Red,144252,11721,Used
71418,Mazda,Generic Model 3,2011,Red,192089,30041,New
71419,Kia,Generic Model 1,1993,Black,112569,54186,New
71420,Kia,Generic Model 2,1990,Red,153410,55966,Used
71421,Chevrolet,Generic Model 1,1993,Silver,27728,32152,Used
71422,Porsche,Generic Model 1,2022,Green,99830,31794,New
71423,Lexus,Generic Model 2,2015,Green,141421,37908,Used
71424,Porsche,Generic Model 2,1994,Green,110668,36629,Used
71425,Land Rover,Generic Model 1,2000,Green,123620,37491,Used
71426,Mazda,Generic Model 3,1992,White,112703,22148,New
71427,Tesla,Generic Model 3,2000,Green,183451,22551,Used
71428,Porsche,Generic Model 1,1992,White,84021,32152,New
71429,Honda,Pilot,2013,Silver,111764,13008,Used
71430,Mercedes-Benz,Generic Model 3,2004,Blue,66939,52337,New
71431,Tesla,Generic Model 1,2004,White,111184,57015,New
71432,Tesla,Generic Model 2,2014,Black,1099,77279,Used
71433,Subaru,Generic Model 2,1992,White,131527,35255,New
71434,Volvo,Generic Model 3,2021,Silver,92401,5354,Used
71435,Audi,Generic Model 3,2002,Silver,151471,43682,Used
71436,Subaru,Generic Model 2,1993,Blue,3413,20189,New
71437,Kia,Generic Model 1,1992,Black,164811,70149,Used
71438,Kia,Generic Model 3,2022,Blue,32985,69163,New
71439,Tesla,Generic Model 3,2004,Red,135450,19036,New
71440,Volvo,Generic Model 3,2009,Black,49417,34846,New
71441,Volkswagen,Generic Model 1,2002,Green,175609,67457,New
71442,Mercedes-Benz,Generic Model 3,1993,Green,79377,76107,Used
71443,Volvo,Generic Model 3,1999,Green,105997,40044,New
71444,Hyundai,Generic Model 3,2019,Blue,135646,65940,Used
71445,Subaru,Generic Model 3,2004,Blue,41498,46245,Used
71446,Mercedes-Benz,Generic Model 1,2016,Silver,89337,53990,New
71447,Toyota,RAV4,1994,White,162190,54811,New
71448,Chevrolet,Generic Model 2,1998,Silver,89676,63941,Used
71449,Lexus,Generic Model 1,2002,Red,77669,15111,New
71450,Porsche,Generic Model 3,2005,Silver,19769,65305,New
71451,Volvo,Generic Model 1,2014,Black,137025,42877,Used
71452,Porsche,Generic Model 3,2019,Black,55061,53945,Used
71453,Jaguar,Generic Model 3,1991,Red,165787,46042,Used
71454,Volvo,Generic Model 2,2004,Red,186474,47471,Used
71455,Audi,Generic Model 1,2009,Silver,75132,57519,New
71456,Honda,Odyssey,2013,Silver,11045,53564,Used
71457,Mercedes-Benz,Generic Model 2,2010,Black,108934,21361,Used
71458,Chevrolet,Generic Model 3,2022,White,54605,45170,New
